Content.id,Content Name,ContentCode,Content.title,Content.Link,Content.type,Content.releaseDate,Current Curriculum,Age,Current Level,Goal (from Goal content),SCC Unit Age,SCC Unit Title,SEL Unit Age,SEL Unit Title,SEL Lesson Title
1827,SEL281 Digital Impact on Your Community (1827),SEL281,Digital Impact on Your Community,https://slp.everydayspeech.com/video/digital-impact-on-your-community-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Responsible Decision-Making,Digital Impact on Your Community
1837,SEL275 Contributing to Community Improvement (1837),SEL275,Contributing to Community Improvement,https://slp.everydayspeech.com/video/contributing-to-community-improvement-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Social Awareness,Contributing to Community Improvement
1375,SEL177 Setting Boundaries (1375),SEL177,Setting Boundaries,https://slp.everydayspeech.com/video/setting-boundaries,video,2023-08-07,Social Emotional Learning,7th Grade,,,,,8th Grade,Relationship Skills,Setting Boundaries
1818,SEL264 Learning to Self-Monitor (1818),SEL264,Learning to Self-Monitor,https://slp.everydayspeech.com/video/learning-to-self-monitor,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Responsible Decision-Making,Learing to Self-Monitor
1807,SEL255 My Role as a Citizen (1807),SEL255,My Role as a Citizen,https://slp.everydayspeech.com/video/my-role-as-a-citizen-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Social Awareness,The Role of Citizenship Over Time
1796,SEL242 My Core Principles vs. My Actions (1796),SEL242,My Core Principles vs. My Actions,https://slp.everydayspeech.com/video/my-core-principles-vs-my-actions,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Responsible Decision-Making,My Core Principles vs. My Actions
1836,SEL272 Zooming Out (1836),SEL272,Zooming Out,https://slp.everydayspeech.com/video/zooming-out,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Management,Zooming Out
1817,SEL262 Anatomy of a Good Decision (1817),SEL262,Anatomy of a Good Decision,https://slp.everydayspeech.com/video/anatomy-of-a-good-decision,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Responsible Decision-Making,Anatomy of a Good Decision
1921, Being a Teammate Coloring Page (1921),,Being a Teammate Coloring Page,https://slp.everydayspeech.com/activity/gr12-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Relationship Skills,Being a Teammate
1806,SEL252 Intrinsic vs. Extrinsic Motivation (1806),SEL252,Intrinsic vs. Extrinsic Motivation,https://slp.everydayspeech.com/video/intrinsic-vs-extrinsic-motivation,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Management,Intrinsic vs. Extrinsic Motivation
1920, Mental Flexibility Journal (1920),,Mental Flexibility Journal,https://slp.everydayspeech.com/activity/gr12-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Responsible Decision-Making,Mental Flexibility
1833,SEL278 Being a Teammate (1833),SEL278,Being a Teammate,https://slp.everydayspeech.com/video/being-a-teammate,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Relationship Skills,Being a Teammate
1992, Being a Teammate Coloring Page (1992),,Being a Teammate Coloring Page,https://slp.everydayspeech.com/activity/gr12-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,12th Grade,,,,,,,
1982, Anatomy of a Good Decision Coloring Page (1982),,Anatomy of a Good Decision Coloring Page,https://slp.everydayspeech.com/activity/gr11-u5-l18-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,,,
1972, Empathy Goes a Long Way Journal (1972),,Empathy Goes a Long Way Journal,https://slp.everydayspeech.com/activity/gr10-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,,,
1828,SEL269 Increasing Agency (1828),SEL269,Increasing Agency,https://slp.everydayspeech.com/video/increasing-agency-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Management,Increasing Agency
1825,SEL277 Setting Relationship Boundaries (1825),SEL277,Setting Relationship Boundaries,https://slp.everydayspeech.com/video/setting-relationship-boundaries-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Relationship Skills,Setting Relationship Boundaries
1816,SEL263 Reframing a Problem (1816),SEL263,Reframing a Problem,https://slp.everydayspeech.com/video/reframing-a-problem-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Responsible Decision-Making,Reframing a Problem
1843,SEL165 The Value in Mistakes (1843),SEL165,The Value in Mistakes,https://slp.everydayspeech.com/video/the-value-in-mistakes-1,video,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Self-Awareness,The Value in Mistakes
1813,SEL260 Fostering Healthy Relationships (1813),SEL260,Fostering Healthy Relationships,https://slp.everydayspeech.com/video/fostering-healthy-relationships,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Relationship Skills,Fostering Healthy Relationships
1803,SEL249 The Power of Breath (1803),SEL249,The Power of Breath,https://slp.everydayspeech.com/video/the-power-of-breath-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Management,The Power of Breath
1909, The Importance of Supportive Relationships Coloring Page (1909),,The Importance of Supportive Relationships Coloring Page,https://slp.everydayspeech.com/activity/gr11-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Relationship Skills,The Importance of Supportive Relationships
1823,SEL271 The Power of Gratitude (1823),SEL271,The Power of Gratitude,https://slp.everydayspeech.com/video/the-power-of-gratitude-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Management,The Power of Gratitude
1842,SEL279 The Art of Communication (1842),SEL279,The Art of Communication,https://slp.everydayspeech.com/video/the-art-of-communication-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Relationship Skills,The Art of Communication
1831,SEL265 Increasing Self-Worth (1831),SEL265,Increasing Self-Worth,https://slp.everydayspeech.com/video/increasing-self-worth-1,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Awareness,Increasing Self-Worth
1822,SEL270 What You Can and Can't Control (1822),SEL270,What You Can and Can't Control,https://slp.everydayspeech.com/video/what-you-can-and-cant-control,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Management,What You Can and Can't Control
1802,SEL248 Designing Your Roadmap (1802),SEL248,Designing Your Roadmap,https://slp.everydayspeech.com/video/designing-your-roadmap,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Awareness,Designing Your Roadmap
1908, Working Solo vs. Collaboratively Coloring Page (1908),,Working Solo vs. Collaboratively Coloring Page,https://slp.everydayspeech.com/activity/gr11-u3-l10-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Social Awareness,Working Solo vs. Collaboratively
1830,SEL169 Short vs. Long-Term Goals (1830),SEL169,Short vs. Long-Term Goals,https://slp.everydayspeech.com/video/short-vs-long-term-goals,video,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Self-Management,Goal Setting
1821,SEL268 What Shapes You? (1821),SEL268,What Shapes You?,https://slp.everydayspeech.com/video/what-shapes-you,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Awareness,What Shapes You?
1801,"SEL246 Failure, Effort, and Success (1801)",SEL246,"Failure, Effort, and Success",https://slp.everydayspeech.com/video/failure-effort-and-success,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Awareness,"Failure, Effort, and Success"
1901, Prioritization & Planning Journal (1901),,Prioritization & Planning Journal,https://slp.everydayspeech.com/activity/gr10-u5-l20-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Responsible Decision-Making,Prioritization & Planning
1779,SEL219 Using Assertive Communication  (1779),SEL219,Using Assertive Communication ,https://slp.everydayspeech.com/video/using-assertive-communication-1,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Relationship Skills,Using Assertive Communication
1819,SEL266 Your Values and Contributions (1819),SEL266,Your Values and Contributions,https://slp.everydayspeech.com/video/your-values-and-contributions,video,2023-08-07,Social Emotional Learning,12th Grade,,,,,12th Grade,Self-Awareness,Your Value & Contributions
1809,SEL253 My Generation (1809),SEL253,My Generation,https://slp.everydayspeech.com/video/my-generation-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Social Awareness,My Generation
1799,SEL245 Increasing Life Satisfaction (1799),SEL245,Increasing Life Satisfaction,https://slp.everydayspeech.com/video/increasing-life-satisfaction-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Awareness,Increasing Life Satisfaction
1789,SEL230 Pessimism vs Optimism  (1789),SEL230,Pessimism vs Optimism ,https://slp.everydayspeech.com/video/pessimism-vs-optimism,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Management,Pessimism vs. Optimism
1785,SEL228 The Future You (1785),SEL228,The Future You,https://slp.everydayspeech.com/video/the-future-you,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Awareness,The Future You
1804,SEL251 When Do I Feel Anxiety? (1804),SEL251,When Do I Feel Anxiety?,https://slp.everydayspeech.com/video/when-do-i-feel-anxiety-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Management,When Do I Feel Anxiety?
1794,SEL241 Digital Impact on Cognition (1794),SEL241,Digital Impact on Cognition,https://slp.everydayspeech.com/video/digital-impact-on-cognition-1,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Responsible Decision-Making,Digital Impact on Cognition
1899, Accepting Constructive Criticism Coloring Page (1899),,Accepting Constructive Criticism Coloring Page,https://slp.everydayspeech.com/activity/gr10-u4-l14-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Relationship Skills,Accepting Constructive Criticism
1770,SEL210 Am I Impulsive? (1770),SEL210,Am I Impulsive?,https://slp.everydayspeech.com/video/am-i-impulsive,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Management,My Brain Wants it Now
1810,SEL256 Examples of Courage (1810),SEL256,Examples of Courage,https://slp.everydayspeech.com/video/examples-of-courage,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Social Awareness,Examples of Courage
1800,SEL247 Community Resources (1800),SEL247,Community Resources,https://slp.everydayspeech.com/video/community-resources-1,video,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Awareness,Community Resources
1757,SEL197 Digital Friendships (1757),SEL197,Digital Friendships,https://slp.everydayspeech.com/video/digital-friendships-1,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,7th Grade,Relationship Skills,Digital Friendships
1787,SEL226 Overcoming Setbacks (1787),SEL226,Overcoming Setbacks,https://slp.everydayspeech.com/video/overcoming-setbacks,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Awareness,Overcoming Setbacks
1777,SEL213 Combatting Labels (1777),SEL213,Combatting Labels,https://slp.everydayspeech.com/video/combatting-labels-1,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Social Awareness,Combatting Labels
1767,SEL207 Becoming Who I Want To Be (1767),SEL207,Becoming Who I Want To Be,https://slp.everydayspeech.com/video/becoming-who-i-want-to-be-1,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Awareness,Becoming Who I Want To Be
1906, The Benefits of Constructive Criticism Coloring Page (1906),,The Benefits of Constructive Criticism Coloring Page,https://slp.everydayspeech.com/activity/gr11-u2-l6-reflect,activity,2023-08-07,Social Emotional Learning,11th Grade,,,,,11th Grade,Self-Management,The Value in Constructive Criticism
1768,SEL209 Reframing Anxiety (1768),SEL209,Reframing Anxiety,https://slp.everydayspeech.com/video/reframing-anxiety-1,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Management,Reframing Anxiety
1748,SEL187 Examining Your Beliefs (1748),SEL187,Examining Your Beliefs,https://slp.everydayspeech.com/video/examining-your-beliefs-1,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Self-Awareness,Examining Your Beliefs
1903, Empathy Goes a Long Way Journal (1903),,Empathy Goes a Long Way Journal,https://slp.everydayspeech.com/activity/gr10-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Relationship Skills,Empathy Goes a Long Way
1758,SEL198 Resisting Social Pressure (1758),SEL198,Resisting Social Pressure,https://slp.everydayspeech.com/video/resisting-social-pressure,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Relationship Skills,Resisting Social Pressure
1776,SEL214 Addressing Stereotypes (1776),SEL214,Addressing Stereotypes,https://slp.everydayspeech.com/video/addressing-stereotypes,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Social Awareness,Addressing Stereotypes
1766,SEL206 Improving Our Self-Talk (1766),SEL206,Improving Our Self-Talk,https://slp.everydayspeech.com/video/improving-our-self-talk,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Awareness,Improving Our Self-Talk
1746,SEL182 Owning It (1746),SEL182,Owning It,https://slp.everydayspeech.com/video/owning-it,video,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Responsible Decision-Making,Owning It
1891, Making I-Statements Journal (1891),,Making I-Statements Journal,https://slp.everydayspeech.com/activity/gr9-u4-l16-reflect,activity,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Relationship Skills,Making I-Statements
1744,SEL181 Getting Stuff Done (1744),SEL181,Getting Stuff Done,https://slp.everydayspeech.com/video/getting-stuff-done-1,video,2023-08-07,Social Emotional Learning,7th Grade,,,,,7th Grade,Responsible Decision-Making,Getting Stuff Done
1795,SEL240 Empathy Goes a Long Way (1795),SEL240,Empathy Goes a Long Way,https://slp.everydayspeech.com/video/empathy-goes-a-long-way,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Relationship Skills,Empathy Goes a Long Way
1784,SEL227 Beating Procrastination (1784),SEL227,Beating Procrastination,https://slp.everydayspeech.com/video/beating-procrastination-1,video,2023-08-07,Social Emotional Learning,10th Grade,,,,,10th Grade,Self-Awareness,Beating Procrastination
1775,SEL217 Positive Peer Pressure (1775),SEL217,Positive Peer Pressure,https://slp.everydayspeech.com/video/positive-peer-pressure-1,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Relationship Skills,Positive Peer Pressure
1765,SEL200 Making Amends (1765),SEL200,Making Amends,https://slp.everydayspeech.com/video/making-amends,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Relationship Skills,Making Amends
1755,SEL196 Wanting to Belong (1755),SEL196,Wanting to Belong,https://slp.everydayspeech.com/video/wanting-to-belong,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Social Awareness,Wanting to Belong
1725,SEL157 Making Positive Connections (1725),SEL157,Making Positive Connections,https://slp.everydayspeech.com/video/making-positive-connections-1,video,2023-08-07,Social Emotional Learning,6th Grade,,,,,6th Grade,Relationship Skills,Making Positive Connections
1764,SEL205 Training Our Brains (1764),SEL205,Training Our Brains,https://slp.everydayspeech.com/video/training-our-brains,video,2023-08-07,Social Emotional Learning,9th Grade,,,,,9th Grade,Self-Awareness,Training Our Brains
1754,SEL194 Gaining Confidence for Public Speaking (1754),SEL194,Gaining Confidence for Public Speaking,https://slp.everydayspeech.com/video/gaining-confidence-for-public-speaking,video,2023-08-07,Social Emotional Learning,8th Grade,,,,,8th Grade,Social Awareness,Gaining Confidence for Public Speaking
